2017/11/08 19:41:11 [INFO] Terraform version: 0.10.0  2041053ee9444fa8175a298093b55a89586a1823
2017/11/08 19:41:11 [INFO] Go runtime version: go1.8
2017/11/08 19:41:11 [INFO] CLI args: []string{"/Users/heguimin/Projects/go/bin/terraform", "plan"}
2017/11/08 19:41:11 [DEBUG] Attempting to open CLI config file: /Users/heguimin/.terraformrc
2017/11/08 19:41:11 [DEBUG] File doesn't exist, but doesn't need to. Ignoring.
2017/11/08 19:41:11 [INFO] CLI command args: []string{"plan"}
2017/11/08 19:41:11 [INFO] command: empty terraform config, returning nil
2017/11/08 19:41:11 [DEBUG] command: no data state file found for backend config
2017/11/08 19:41:11 [DEBUG] New state was assigned lineage "cf6c2c79-da72-4be6-84c7-9a4b939492b5"
2017/11/08 19:41:11 [INFO] command: backend initialized: <nil>
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
  var.bosh_ip - *terraform.NodeRootVariable
  var.disk_category - *terraform.NodeRootVariable
  var.ecs_password - *terraform.NodeRootVariable
  var.image_name_regex - *terraform.NodeRootVariable
  var.instance_type - *terraform.NodeRootVariable
  var.prefix - *terraform.NodeRootVariable
  var.router_private_ip - *terraform.NodeRootVariable
  var.rule_policy - *terraform.NodeRootVariable
  var.uaa_private_ip - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
  var.vswitch_cidr - *terraform.NodeRootVariable
provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
var.alicloud_access_key - *terraform.NodeRootVariable
var.alicloud_region - *terraform.NodeRootVariable
var.alicloud_secret_key - *terraform.NodeRootVariable
var.bosh_ip - *terraform.NodeRootVariable
var.disk_category - *terraform.NodeRootVariable
var.ecs_password - *terraform.NodeRootVariable
var.image_name_regex - *terraform.NodeRootVariable
var.instance_type - *terraform.NodeRootVariable
var.prefix - *terraform.NodeRootVariable
var.router_private_ip - *terraform.NodeRootVariable
var.rule_policy - *terraform.NodeRootVariable
var.uaa_private_ip - *terraform.NodeRootVariable
var.vpc_cidr - *terraform.NodeRootVariable
var.vswitch_cidr - *terraform.NodeRootVariable
2017/11/08 19:42:00 [TRACE] Graph after step *terraform.CloseProviderTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
alicloud_vswitch.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.vswitch_cidr - *terraform.NodeRootVariable
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
data.alicloud_zones.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.disk_category - *terraform.NodeRootVariable
meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
  var.bosh_ip - *terraform.NodeRootVariable
  var.disk_category - *terraform.NodeRootVariable
  var.ecs_password - *terraform.NodeRootVariable
  var.image_name_regex - *terraform.NodeRootVariable
  var.instance_type - *terraform.NodeRootVariable
  var.prefix - *terraform.NodeRootVariable
  var.router_private_ip - *terraform.NodeRootVariable
  var.rule_policy - *terraform.NodeRootVariable
  var.uaa_private_ip - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
  var.vswitch_cidr - *terraform.NodeRootVariable
provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
provider.alicloud (close) - *terraform.graphNodeCloseProvider
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
var.alicloud_access_key - *terraform.NodeRootVariable
var.alicloud_region - *terraform.NodeRootVariable
var.alicloud_secret_key - *terraform.NodeRootVariable
var.bosh_ip - *terraform.NodeRootVariable
var.disk_category - *terraform.NodeRootVariable
var.ecs_password - *terraform.NodeRootVariable
var.image_name_regex - *terraform.NodeRootVariable
var.instance_type - *terraform.NodeRootVariable
var.prefix - *terraform.NodeRootVariable
var.router_private_ip - *terraform.NodeRootVariable
var.rule_policy - *terraform.NodeRootVariable
var.uaa_private_ip - *terraform.NodeRootVariable
var.vpc_cidr - *terraform.NodeRootVariable
var.vswitch_cidr - *terraform.NodeRootVariable
2017/11/08 19:42:00 [TRACE] Graph after step *terraform.CloseProvisionerTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
alicloud_vswitch.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.vswitch_cidr - *terraform.NodeRootVariable
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
data.alicloud_zones.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.disk_category - *terraform.NodeRootVariable
meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
  var.bosh_ip - *terraform.NodeRootVariable
  var.disk_category - *terraform.NodeRootVariable
  var.ecs_password - *terraform.NodeRootVariable
  var.image_name_regex - *terraform.NodeRootVariable
  var.instance_type - *terraform.NodeRootVariable
  var.prefix - *terraform.NodeRootVariable
  var.router_private_ip - *terraform.NodeRootVariable
  var.rule_policy - *terraform.NodeRootVariable
  var.uaa_private_ip - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
  var.vswitch_cidr - *terraform.NodeRootVariable
provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
provider.alicloud (close) - *terraform.graphNodeCloseProvider
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
var.alicloud_access_key - *terraform.NodeRootVariable
var.alicloud_region - *terraform.NodeRootVariable
var.alicloud_secret_key - *terraform.NodeRootVariable
var.bosh_ip - *terraform.NodeRootVariable
var.disk_category - *terraform.NodeRootVariable
var.ecs_password - *terraform.NodeRootVariable
var.image_name_regex - *terraform.NodeRootVariable
var.instance_type - *terraform.NodeRootVariable
var.prefix - *terraform.NodeRootVariable
var.router_private_ip - *terraform.NodeRootVariable
var.rule_policy - *terraform.NodeRootVariable
var.uaa_private_ip - *terraform.NodeRootVariable
var.vpc_cidr - *terraform.NodeRootVariable
var.vswitch_cidr - *terraform.NodeRootVariable
2017/11/08 19:42:00 [TRACE] Graph after step *terraform.RootTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
alicloud_vswitch.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.vswitch_cidr - *terraform.NodeRootVariable
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
data.alicloud_zones.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.disk_category - *terraform.NodeRootVariable
meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
  var.bosh_ip - *terraform.NodeRootVariable
  var.disk_category - *terraform.NodeRootVariable
  var.ecs_password - *terraform.NodeRootVariable
  var.image_name_regex - *terraform.NodeRootVariable
  var.instance_type - *terraform.NodeRootVariable
  var.prefix - *terraform.NodeRootVariable
  var.router_private_ip - *terraform.NodeRootVariable
  var.rule_policy - *terraform.NodeRootVariable
  var.uaa_private_ip - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
  var.vswitch_cidr - *terraform.NodeRootVariable
provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
provider.alicloud (close) - *terraform.graphNodeCloseProvider
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
root - terraform.graphNodeRoot
  meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  provider.alicloud (close) - *terraform.graphNodeCloseProvider
var.alicloud_access_key - *terraform.NodeRootVariable
var.alicloud_region - *terraform.NodeRootVariable
var.alicloud_secret_key - *terraform.NodeRootVariable
var.bosh_ip - *terraform.NodeRootVariable
var.disk_category - *terraform.NodeRootVariable
var.ecs_password - *terraform.NodeRootVariable
var.image_name_regex - *terraform.NodeRootVariable
var.instance_type - *terraform.NodeRootVariable
var.prefix - *terraform.NodeRootVariable
var.router_private_ip - *terraform.NodeRootVariable
var.rule_policy - *terraform.NodeRootVariable
var.uaa_private_ip - *terraform.NodeRootVariable
var.vpc_cidr - *terraform.NodeRootVariable
var.vswitch_cidr - *terraform.NodeRootVariable
2017/11/08 19:42:00 [TRACE] Graph after step *terraform.TransitiveReductionTransformer:

alicloud_eip.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
alicloud_security_group.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_security_group.default - *terraform.NodePlannableResource
alicloud_vpc.default - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
  var.prefix - *terraform.NodeRootVariable
  var.vpc_cidr - *terraform.NodeRootVariable
alicloud_vswitch.default - *terraform.NodePlannableResource
  alicloud_vpc.default - *terraform.NodePlannableResource
  data.alicloud_zones.default - *terraform.NodePlannableResource
  var.vswitch_cidr - *terraform.NodeRootVariable
data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  provider.alicloud - *terraform.NodeApplyableProvider
data.alicloud_zones.default - *terraform.NodePlannableResource
  data.alicloud_instance_types.1c2g - *terraform.NodePlannableResource
  var.disk_category - *terraform.NodeRootVariable
meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
  var.bosh_ip - *terraform.NodeRootVariable
  var.ecs_password - *terraform.NodeRootVariable
  var.image_name_regex - *terraform.NodeRootVariable
  var.instance_type - *terraform.NodeRootVariable
  var.router_private_ip - *terraform.NodeRootVariable
  var.rule_policy - *terraform.NodeRootVariable
  var.uaa_private_ip - *terraform.NodeRootVariable
provider.alicloud - *terraform.NodeApplyableProvider
  var.alicloud_access_key - *terraform.NodeRootVariable
  var.alicloud_region - *terraform.NodeRootVariable
  var.alicloud_secret_key - *terraform.NodeRootVariable
provider.alicloud (close) - *terraform.graphNodeCloseProvider
  alicloud_eip.default - *terraform.NodePlannableResource
  alicloud_security_group_rule.all-in - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshagent - *terraform.NodePlannableResource
  alicloud_security_group_rule.boshtarget - *terraform.NodePlannableResource
  alicloud_security_group_rule.http-out - *terraform.NodePlannableResource
  alicloud_security_group_rule.ssh - *terraform.NodePlannableResource
  alicloud_vswitch.default - *terraform.NodePlannableResource
root - terraform.graphNodeRoot
  meta.count-boundary (count boundary fixup) - *terraform.NodeCountBoundary
  provider.alicloud (close) - *terraform.graphNodeCloseProvider
var.alicloud_access_key - *terraform.NodeRootVariable
var.alicloud_region - *terraform.NodeRootVariable
var.alicloud_secret_key - *terraform.NodeRootVariable
var.bosh_ip - *terraform.NodeRootVariable
var.disk_category - *terraform.NodeRootVariable
var.ecs_password - *terraform.NodeRootVariable
var.image_name_regex - *terraform.NodeRootVariable
var.instance_type - *terraform.NodeRootVariable
var.prefix - *terraform.NodeRootVariable
var.router_private_ip - *terraform.NodeRootVariable
var.rule_policy - *terraform.NodeRootVariable
var.uaa_private_ip - *terraform.NodeRootVariable
var.vpc_cidr - *terraform.NodeRootVariable
var.vswitch_cidr - *terraform.NodeRootVariable
2017/11/08 19:42:00 [DEBUG] Starting graph walk: walkPlan
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.prefix"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.alicloud_region"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.vpc_cidr"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.alicloud_access_key"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "provider.alicloud"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.bosh_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_vswitch.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.alicloud_secret_key"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.vswitch_cidr"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.boshagent"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.image_name_regex"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.http-out"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_eip.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.router_private_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "data.alicloud_instance_types.1c2g"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.disk_category"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.instance_type"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.ecs_password"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.boshtarget"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.all-in"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group_rule.ssh"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.uaa_private_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "var.rule_policy"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "meta.count-boundary (count boundary fixup)"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_security_group.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "provider.alicloud (close)"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "root"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "alicloud_vpc.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added new vertex: "data.alicloud_zones.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_vswitch.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.ecs_password"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.uaa_private_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_vswitch.default" waiting on "alicloud_vpc.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_security_group_rule.boshagent"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.instance_type"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "alicloud_vswitch.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.router_private_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "alicloud_security_group_rule.boshagent"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud" waiting on "var.alicloud_region"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.rule_policy"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.bosh_ip"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_security_group_rule.boshagent" waiting on "alicloud_security_group.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_security_group_rule.all-in"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "data.alicloud_zones.default" waiting on "var.disk_category"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "var.image_name_regex"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_eip.default" waiting on "provider.alicloud"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_security_group.default" waiting on "alicloud_vpc.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_vpc.default" waiting on "var.vpc_cidr"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_vswitch.default" waiting on "data.alicloud_zones.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "alicloud_security_group_rule.boshtarget"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_security_group_rule.boshtarget"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "root" waiting on "meta.count-boundary (count boundary fixup)"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "alicloud_security_group_rule.http-out"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_security_group_rule.all-in" waiting on "alicloud_security_group.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_security_group_rule.http-out"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud (close)" waiting on "alicloud_eip.default"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "root" waiting on "provider.alicloud (close)"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "provider.alicloud" waiting on "var.alicloud_access_key"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "meta.count-boundary (count boundary fixup)" waiting on "alicloud_security_group_rule.ssh"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "alicloud_vpc.default" waiting on "provider.alicloud"
2017/11/08 19:42:00 [DEBUG] dag/walk: added edge: "data.alicloud_instance_types.1c2g" waiting on "provider.alicloud"
